p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.85E-37,0.307294479,0.181,0.033,2.70E-33,2,MCOLN2
2.04E-37,0.390759151,0.489,0.175,2.98E-33,2,NCBP2
2.18E-37,0.5215818,0.67,0.294,3.18E-33,2,ACP1
2.81E-37,0.345453125,0.204,0.042,4.10E-33,2,ARMH1
3.15E-37,0.34525432,0.468,0.164,4.60E-33,2,NGDN
3.46E-37,0.377105506,0.294,0.08,5.05E-33,2,BLMH
5.00E-37,0.622348415,0.846,0.485,7.29E-33,2,BZW1
5.44E-37,0.353458286,0.475,0.168,7.94E-33,2,NANS
5.45E-37,0.265620432,0.303,0.083,7.96E-33,2,CHID1
6.40E-37,0.338463838,0.4,0.13,9.34E-33,2,DDX27
7.08E-37,0.340137492,0.319,0.092,1.03E-32,2,TXLNG
8.41E-37,0.426181806,0.572,0.225,1.23E-32,2,CNIH4
9.06E-37,0.304614032,0.305,0.085,1.32E-32,2,ERAL1
1.41E-36,0.353419271,0.357,0.11,2.05E-32,2,GNL1
1.50E-36,0.355163024,0.396,0.13,2.19E-32,2,NDUFAF2
1.78E-36,0.462910009,0.516,0.201,2.60E-32,2,FNBP1
1.79E-36,0.447020532,0.633,0.27,2.62E-32,2,SRA1
1.91E-36,0.272793399,0.247,0.059,2.79E-32,2,YARS2
2.16E-36,0.376525602,0.387,0.126,3.15E-32,2,OSGEP
2.23E-36,0.658255218,0.1,0.009,3.26E-32,2,G0S2
2.27E-36,0.266307238,0.285,0.076,3.31E-32,2,SPTSSA
2.35E-36,0.32324876,0.326,0.096,3.43E-32,2,CD151
2.36E-36,0.432476124,0.615,0.255,3.45E-32,2,LSM4
2.38E-36,0.283611832,0.285,0.076,3.47E-32,2,METTL21A
2.82E-36,0.606891319,0.572,0.249,4.12E-32,2,LBH
2.88E-36,0.319354526,0.267,0.069,4.20E-32,2,ZNF410
2.94E-36,0.375136498,0.468,0.168,4.30E-32,2,FYN
2.96E-36,0.281573442,0.41,0.134,4.32E-32,2,RPUSD3
2.97E-36,0.411934583,0.514,0.197,4.33E-32,2,MRPS16
3.00E-36,0.424596658,0.518,0.198,4.38E-32,2,DPM2
3.00E-36,0.350363705,0.464,0.163,4.38E-32,2,SAR1B
3.22E-36,0.326064037,0.441,0.152,4.70E-32,2,UCHL5
3.62E-36,0.499611983,0.731,0.352,5.28E-32,2,RPS19BP1
3.68E-36,0.293431415,0.43,0.144,5.37E-32,2,PPID
3.87E-36,0.642592292,0.783,0.463,5.65E-32,2,TCEA1
4.59E-36,0.309475442,0.324,0.095,6.71E-32,2,GOT2
4.68E-36,0.307862725,0.351,0.106,6.83E-32,2,C1orf131
4.91E-36,0.581080467,0.701,0.347,7.18E-32,2,DDX39A
6.16E-36,0.426277426,0.575,0.231,9.00E-32,2,GARS
6.33E-36,0.292217652,0.24,0.057,9.25E-32,2,SGTA
6.43E-36,0.598016367,0.475,0.186,9.39E-32,2,NFKBIA
6.85E-36,0.441217172,0.581,0.239,1.00E-31,2,KRR1
7.40E-36,0.314540603,0.33,0.098,1.08E-31,2,DHX15
7.98E-36,0.413045523,0.622,0.258,1.16E-31,2,ATOX1
8.55E-36,0.308599727,0.498,0.18,1.25E-31,2,COPS2
8.82E-36,0.364796495,0.473,0.171,1.29E-31,2,HARS
9.59E-36,0.532078735,0.747,0.374,1.40E-31,2,NDUFS8
9.70E-36,0.279637209,0.213,0.047,1.42E-31,2,SLC25A32
9.91E-36,0.419179672,0.593,0.239,1.45E-31,2,UBE2V2
1.05E-35,0.393320399,0.532,0.202,1.53E-31,2,PRPF4B
1.15E-35,0.88960399,0.686,0.363,1.68E-31,2,PPP1R2
1.20E-35,0.404312497,0.473,0.17,1.75E-31,2,DNPEP
1.20E-35,0.453723609,0.604,0.251,1.76E-31,2,NDUFS3
1.35E-35,0.55321944,0.792,0.404,1.98E-31,2,EWSR1
1.45E-35,0.489876434,0.735,0.351,2.11E-31,2,EMC6
1.45E-35,0.264876202,0.147,0.023,2.12E-31,2,KIF3B
1.49E-35,0.445084883,0.495,0.188,2.18E-31,2,PPP4R2
1.50E-35,0.337405362,0.403,0.135,2.20E-31,2,DHX9
1.54E-35,0.325850532,0.351,0.109,2.24E-31,2,CYP51A1
1.55E-35,0.29758837,0.287,0.079,2.26E-31,2,GLRX2
1.56E-35,0.542358059,0.812,0.442,2.28E-31,2,RNPS1
1.69E-35,0.371451401,0.493,0.185,2.47E-31,2,CAMTA1
1.90E-35,0.553526,0.796,0.44,2.78E-31,2,SNRPB2
2.21E-35,0.34578378,0.434,0.151,3.22E-31,2,VMA21
2.21E-35,0.298150933,0.299,0.084,3.23E-31,2,AZIN1
2.22E-35,0.429472871,0.563,0.224,3.25E-31,2,MRPL28
2.59E-35,0.524659918,0.871,0.544,3.79E-31,2,ANP32B
2.67E-35,0.472785581,0.511,0.2,3.90E-31,2,NSMCE1
2.71E-35,0.369994498,0.498,0.187,3.95E-31,2,CCDC59
2.76E-35,0.282449324,0.36,0.112,4.04E-31,2,PSMG3
2.92E-35,0.271703067,0.285,0.078,4.26E-31,2,C8orf33
3.34E-35,0.447536772,0.507,0.196,4.88E-31,2,GNPDA1
3.79E-35,0.374731139,0.534,0.204,5.53E-31,2,POP4
3.84E-35,0.251511679,0.278,0.075,5.60E-31,2,PABPC4
3.92E-35,0.505234523,0.753,0.37,5.73E-31,2,PDAP1
4.29E-35,0.280457473,0.133,0.019,6.27E-31,2,DLEU2
4.50E-35,0.547585917,0.686,0.318,6.57E-31,2,UQCRC2
4.64E-35,0.39109706,0.507,0.195,6.78E-31,2,BTF3L4
5.80E-35,0.329766103,0.423,0.147,8.47E-31,2,FUBP1
6.24E-35,0.382515217,0.344,0.108,9.12E-31,2,CCDC137
6.63E-35,0.353731817,0.373,0.123,9.68E-31,2,HDLBP
9.37E-35,0.257972549,0.305,0.087,1.37E-30,2,UROS
1.00E-34,0.264045288,0.335,0.1,1.47E-30,2,COA1
1.31E-34,0.51555523,0.948,0.828,1.92E-30,2,HMGB1
1.79E-34,0.316467038,0.419,0.145,2.62E-30,2,USP14
2.49E-34,0.482021522,0.611,0.275,3.63E-30,2,COA4
2.51E-34,0.397733375,0.337,0.107,3.66E-30,2,TIGIT
2.77E-34,0.340543242,0.292,0.083,4.04E-30,2,CAPRIN1
2.83E-34,0.260538653,0.281,0.077,4.13E-30,2,ALG8
2.88E-34,0.334493422,0.432,0.151,4.21E-30,2,PCID2
3.10E-34,0.366172608,0.563,0.223,4.52E-30,2,NRBP1
3.30E-34,0.309523121,0.391,0.13,4.82E-30,2,TWISTNB
3.42E-34,0.252903247,0.387,0.126,4.99E-30,2,MTX1
3.74E-34,0.272751348,0.344,0.108,5.46E-30,2,PCBD1
3.91E-34,0.309594351,0.43,0.149,5.70E-30,2,U2AF2
4.38E-34,0.304253633,0.394,0.131,6.39E-30,2,SMIM15
5.06E-34,0.338759397,0.312,0.093,7.39E-30,2,SLC1A5
5.10E-34,0.274788717,0.294,0.084,7.45E-30,2,GPX7
5.11E-34,0.293221839,0.36,0.115,7.46E-30,2,MRPS28
5.49E-34,0.518957444,0.722,0.341,8.02E-30,2,MLF2
5.86E-34,0.421976546,0.633,0.273,8.56E-30,2,BUD31
6.71E-34,0.294537986,0.412,0.141,9.80E-30,2,COPS8
6.98E-34,0.316833404,0.333,0.103,1.02E-29,2,IFNAR2
7.02E-34,0.516232635,0.898,0.659,1.03E-29,2,TRMT112
7.76E-34,0.338677509,0.398,0.135,1.13E-29,2,SRSF1
9.18E-34,0.289155896,0.364,0.118,1.34E-29,2,ACBD6
9.23E-34,0.529902908,0.88,0.672,1.35E-29,2,ATP5MD
9.56E-34,0.264076907,0.342,0.106,1.40E-29,2,RWDD4
1.27E-33,0.305902063,0.43,0.152,1.85E-29,2,POLE3
1.57E-33,0.272760016,0.378,0.124,2.29E-29,2,PAFAH1B3
1.77E-33,0.41968205,0.471,0.178,2.59E-29,2,PNN
2.03E-33,0.507278037,0.805,0.457,2.97E-29,2,AURKAIP1
2.13E-33,0.257121061,0.274,0.075,3.11E-29,2,OGFOD1
2.48E-33,0.282249935,0.378,0.125,3.61E-29,2,CCAR1
2.52E-33,0.390682087,0.511,0.201,3.68E-29,2,NAXE
2.75E-33,0.313294185,0.258,0.07,4.02E-29,2,LINC00963
3.34E-33,0.252012783,0.183,0.038,4.88E-29,2,STARD4
4.03E-33,0.368719913,0.613,0.256,5.88E-29,2,DNAJC7
4.19E-33,0.275475737,0.342,0.108,6.11E-29,2,GOLT1B
4.21E-33,0.657283965,0.753,0.416,6.15E-29,2,SYNGR2
4.62E-33,0.267778319,0.265,0.073,6.75E-29,2,SMIM4
4.67E-33,0.375259884,0.321,0.101,6.82E-29,2,FBLN7
4.85E-33,0.332243406,0.376,0.126,7.08E-29,2,ALG13
5.11E-33,0.370598627,0.425,0.154,7.46E-29,2,TIMMDC1
5.14E-33,0.362067278,0.541,0.214,7.51E-29,2,MRPL16
5.55E-33,0.498696691,0.6,0.27,8.11E-29,2,NASP
6.88E-33,0.268562617,0.231,0.057,1.00E-28,2,RBM28
7.50E-33,0.251124113,0.344,0.109,1.09E-28,2,DPM1
8.49E-33,0.277564229,0.448,0.161,1.24E-28,2,MAF1
9.03E-33,0.253692742,0.369,0.121,1.32E-28,2,ZC3H13
1.11E-32,0.256807518,0.188,0.04,1.62E-28,2,STAT5A
1.13E-32,0.267307064,0.33,0.103,1.65E-28,2,C1orf52
1.15E-32,0.348960428,0.396,0.139,1.68E-28,2,ARL1
1.15E-32,0.423187289,0.581,0.247,1.69E-28,2,UFM1
1.19E-32,0.284529097,0.378,0.126,1.74E-28,2,PTBP1
1.24E-32,0.315989512,0.382,0.13,1.82E-28,2,PCED1B
1.25E-32,0.257848211,0.296,0.087,1.83E-28,2,PTRH1
1.29E-32,0.477557427,0.975,0.901,1.88E-28,2,H3F3A
1.50E-32,0.400476082,0.543,0.221,2.19E-28,2,PFDN4
1.54E-32,0.457472536,0.683,0.32,2.24E-28,2,NUDT5
1.74E-32,0.301485223,0.181,0.038,2.55E-28,2,LRPPRC
1.90E-32,0.256441812,0.253,0.068,2.77E-28,2,TMEM33
2.04E-32,0.443568728,0.602,0.266,2.98E-28,2,PHF5A
2.48E-32,0.595348239,0.76,0.441,3.62E-28,2,JPT1
2.60E-32,0.504099128,0.919,0.671,3.79E-28,2,C19orf53
2.67E-32,0.392647228,0.572,0.242,3.91E-28,2,CWC15
2.71E-32,0.264042405,0.247,0.065,3.95E-28,2,STARD7
3.03E-32,0.530141604,0.79,0.461,4.43E-28,2,PSMA4
3.14E-32,0.345026074,0.557,0.225,4.58E-28,2,COA3
3.14E-32,0.38720544,0.602,0.26,4.59E-28,2,LUC7L3
3.36E-32,0.275513968,0.371,0.124,4.91E-28,2,RAE1
3.47E-32,0.255140074,0.269,0.075,5.07E-28,2,PMPCA
4.14E-32,0.382579418,0.575,0.24,6.05E-28,2,EMC7
4.26E-32,0.304007278,0.378,0.129,6.23E-28,2,UTP3
4.35E-32,0.377189117,0.509,0.203,6.35E-28,2,MT1X
5.48E-32,0.33021427,0.373,0.128,8.00E-28,2,MRPL19
5.88E-32,0.491626786,0.785,0.416,8.59E-28,2,SUMO1
5.97E-32,0.263966596,0.4,0.139,8.71E-28,2,CIAO1
6.39E-32,0.40825234,0.572,0.246,9.34E-28,2,PSMC2
7.81E-32,0.670522763,0.597,0.286,1.14E-27,2,ITM2A
7.88E-32,0.262448518,0.36,0.119,1.15E-27,2,THOC3
7.94E-32,0.362591345,0.559,0.232,1.16E-27,2,LSM1
8.08E-32,0.515838787,0.873,0.625,1.18E-27,2,UQCRH
8.14E-32,0.594164412,0.769,0.425,1.19E-27,2,STK4
8.16E-32,0.311296423,0.204,0.048,1.19E-27,2,ZNF749
9.34E-32,0.271507426,0.265,0.074,1.36E-27,2,FH
9.55E-32,0.535057099,0.781,0.452,1.39E-27,2,BANF1
1.08E-31,0.377227049,0.982,0.982,1.58E-27,2,RPL35
1.23E-31,0.35063452,0.448,0.168,1.80E-27,2,HNRNPD
1.50E-31,0.358024402,0.991,0.981,2.19E-27,2,RPL7
1.63E-31,0.270958624,0.219,0.054,2.38E-27,2,ALG1
1.65E-31,0.297446399,0.247,0.067,2.41E-27,2,ELMO1
1.66E-31,0.300409341,0.362,0.122,2.42E-27,2,IWS1
1.78E-31,0.489175901,0.686,0.336,2.60E-27,2,METTL26
1.83E-31,3.635726308,0.156,0.032,2.67E-27,2,CXCL13
1.85E-31,0.327276889,0.446,0.169,2.70E-27,2,LAGE3
1.87E-31,0.510373759,0.545,0.237,2.73E-27,2,SLAMF1
1.96E-31,0.455107421,0.697,0.334,2.87E-27,2,DDX39B
2.01E-31,0.31571407,0.251,0.07,2.94E-27,2,KIF21A
2.09E-31,0.397233747,0.624,0.272,3.06E-27,2,DNTTIP2
2.54E-31,0.342809003,0.351,0.119,3.72E-27,2,ARPP19
2.61E-31,0.292233722,0.45,0.169,3.81E-27,2,SMARCB1
2.78E-31,2.78391665,0.249,0.08,4.06E-27,2,CCL20
3.20E-31,0.303660964,0.231,0.06,4.67E-27,2,AGPAT5
3.42E-31,0.359221451,0.337,0.112,4.99E-27,2,PTTG1
3.74E-31,0.392578327,0.658,0.299,5.46E-27,2,PSMD9
4.46E-31,0.511854643,0.898,0.642,6.51E-27,2,RBM3
4.69E-31,0.254715729,0.124,0.019,6.85E-27,2,CD84
4.70E-31,0.585371354,0.744,0.434,6.86E-27,2,TUBB4B
5.15E-31,0.376885214,0.333,0.11,7.53E-27,2,TNFAIP3
5.18E-31,0.449993807,0.762,0.394,7.56E-27,2,EMD
5.35E-31,0.627434974,0.805,0.504,7.82E-27,2,HMGN2
5.83E-31,0.458684135,0.67,0.315,8.51E-27,2,DDOST
5.97E-31,0.470348544,1,0.996,8.72E-27,2,GAPDH
6.08E-31,0.2915111,0.326,0.106,8.88E-27,2,RNASEH1
6.78E-31,0.280254876,0.321,0.103,9.90E-27,2,MPDU1
7.06E-31,0.325849115,0.382,0.133,1.03E-26,2,HACD3
9.13E-31,0.345766741,0.495,0.196,1.33E-26,2,HDDC2
1.07E-30,0.483641393,0.744,0.406,1.57E-26,2,MRPL41
1.22E-30,0.619236095,0.387,0.147,1.78E-26,2,RAB11FIP1
1.22E-30,0.520090716,0.52,0.226,1.79E-26,2,PTPN7
1.35E-30,0.289160067,0.364,0.125,1.97E-26,2,RIC8A
1.45E-30,0.502042886,0.889,0.653,2.11E-26,2,NDUFA11
1.55E-30,0.276203383,0.421,0.152,2.26E-26,2,SREK1IP1
1.77E-30,0.304611722,0.498,0.195,2.59E-26,2,NELFE
1.80E-30,0.346998044,0.489,0.194,2.63E-26,2,RPAIN
1.92E-30,0.478085239,0.726,0.379,2.80E-26,2,GTF3A
1.98E-30,0.316956996,0.364,0.127,2.89E-26,2,CHD4
2.05E-30,0.48837346,0.387,0.14,2.99E-26,2,CDK6
3.00E-30,0.543919733,0.855,0.585,4.38E-26,2,NDUFC2
3.34E-30,0.424274249,0.631,0.286,4.88E-26,2,C1orf43
3.40E-30,0.30699534,0.475,0.185,4.96E-26,2,GET3
3.58E-30,0.613390289,0.441,0.181,5.23E-26,2,SELL
3.60E-30,0.423596849,0.357,0.128,5.25E-26,2,GALM
3.75E-30,0.256386332,0.357,0.121,5.48E-26,2,ACTL6A
3.82E-30,0.312214219,0.328,0.109,5.57E-26,2,NT5C
3.84E-30,0.450314935,0.758,0.385,5.60E-26,2,PDCD6
4.38E-30,0.461184825,0.613,0.281,6.39E-26,2,SCAMP3
4.84E-30,0.270493804,0.292,0.09,7.06E-26,2,HNRNPLL
5.29E-30,0.342000608,0.543,0.224,7.72E-26,2,ZFR
6.08E-30,0.307218675,0.495,0.197,8.88E-26,2,NDUFA10
6.12E-30,0.276746153,0.394,0.14,8.94E-26,2,LSM12
6.53E-30,0.350785723,0.554,0.23,9.54E-26,2,ETFA
7.23E-30,0.286939911,0.389,0.14,1.06E-25,2,GMPS
7.79E-30,0.419160916,0.633,0.289,1.14E-25,2,ABCF1
8.34E-30,0.50989798,0.898,0.631,1.22E-25,2,COX7B
8.85E-30,0.481438784,0.925,0.746,1.29E-25,2,PTGES3
8.91E-30,0.412877137,0.222,0.059,1.30E-25,2,HILPDA
9.76E-30,0.682615938,0.871,0.666,1.43E-25,2,TUBB
9.79E-30,0.428456745,0.615,0.281,1.43E-25,2,DNAJB6
1.05E-29,0.426600854,0.715,0.347,1.53E-25,2,SEC13
1.16E-29,0.259157552,0.351,0.12,1.69E-25,2,SAMM50
1.17E-29,0.460130478,0.758,0.392,1.71E-25,2,HNRNPM
1.27E-29,0.333497831,0.593,0.255,1.85E-25,2,POLR2G
1.49E-29,0.308187408,0.457,0.176,2.18E-25,2,TUSC2
1.73E-29,0.330098059,0.584,0.251,2.52E-25,2,GRB2
1.79E-29,0.280316071,0.265,0.078,2.61E-25,2,TRNT1
2.42E-29,0.28829064,0.324,0.107,3.53E-25,2,TMEM138
2.46E-29,0.473374676,0.706,0.36,3.60E-25,2,MMADHC
2.71E-29,0.407960939,0.566,0.25,3.96E-25,2,RPP21
2.97E-29,0.257406909,0.986,0.994,4.33E-25,2,RPL15
3.25E-29,0.449757586,0.71,0.366,4.74E-25,2,DNAJC15
3.91E-29,0.285381962,0.235,0.065,5.72E-25,2,PXK
4.17E-29,0.324949914,0.543,0.227,6.09E-25,2,MCTS1
4.75E-29,0.361611319,0.602,0.266,6.94E-25,2,AIMP1
4.92E-29,0.404031558,0.615,0.278,7.18E-25,2,EPRS
4.94E-29,0.254432486,0.339,0.114,7.21E-25,2,C1orf174
5.87E-29,0.398700085,0.457,0.182,8.57E-25,2,SMARCA5
5.93E-29,0.277246877,0.339,0.115,8.65E-25,2,SRFBP1
6.13E-29,0.316270109,0.466,0.185,8.95E-25,2,YME1L1
6.44E-29,0.271563566,0.319,0.105,9.41E-25,2,EIF4EBP1
7.80E-29,0.358267582,0.584,0.256,1.14E-24,2,DAP3
8.51E-29,0.369791183,0.643,0.297,1.24E-24,2,PSMF1
8.92E-29,0.389861026,0.62,0.285,1.30E-24,2,METTL5
1.00E-28,0.337086385,0.55,0.235,1.47E-24,2,LARS
1.03E-28,0.430356696,0.713,0.362,1.50E-24,2,STIP1
1.07E-28,0.38300179,0.482,0.199,1.56E-24,2,CEBPZ
1.18E-28,0.486289735,0.894,0.682,1.73E-24,2,NDUFS5
1.24E-28,0.349295782,0.559,0.241,1.82E-24,2,MFF
1.64E-28,0.472775947,0.713,0.376,2.40E-24,2,PSMD6
1.65E-28,0.388667246,0.713,0.35,2.40E-24,2,CNPY2
1.74E-28,0.338224638,0.387,0.144,2.54E-24,2,TNFRSF25
1.88E-28,0.706099388,0.717,0.403,2.75E-24,2,SLC3A2
1.89E-28,0.322620531,0.977,0.977,2.76E-24,2,RPL37A
2.04E-28,0.382962403,0.62,0.283,2.98E-24,2,COX20
2.14E-28,0.485650389,0.846,0.548,3.12E-24,2,NDUFB9
2.57E-28,0.292361402,0.296,0.096,3.75E-24,2,NUP58
2.65E-28,0.460317931,0.708,0.367,3.87E-24,2,MRPL51
2.77E-28,0.489847965,0.586,0.283,4.04E-24,2,MANF
3.17E-28,0.318903134,0.439,0.171,4.63E-24,2,SRP54
3.48E-28,0.280897636,0.446,0.173,5.09E-24,2,YARS
3.84E-28,0.513884181,0.722,0.395,5.61E-24,2,APBB1IP
4.18E-28,0.324191468,0.541,0.231,6.10E-24,2,NUDCD2
4.31E-28,0.304482658,0.493,0.199,6.29E-24,2,URM1
4.39E-28,0.322738005,0.523,0.218,6.41E-24,2,VBP1
4.78E-28,0.377085066,0.516,0.219,6.98E-24,2,TXN2
5.00E-28,0.372100779,0.602,0.267,7.30E-24,2,MOB1A
5.33E-28,0.366210797,0.543,0.237,7.79E-24,2,ECHS1
5.86E-28,0.291842068,0.206,0.054,8.56E-24,2,NSUN2
6.06E-28,0.261442256,0.43,0.164,8.85E-24,2,SFT2D1
6.42E-28,0.292060993,0.324,0.111,9.38E-24,2,DBF4
6.63E-28,0.371978182,0.652,0.303,9.68E-24,2,CLNS1A
1.05E-27,0.469165633,0.817,0.501,1.54E-23,2,ATP5MPL
1.41E-27,0.371651212,0.369,0.137,2.07E-23,2,MAT2A
1.48E-27,0.342219125,0.541,0.233,2.16E-23,2,STAU1
1.57E-27,0.398761422,0.731,0.375,2.29E-23,2,FUNDC2
1.63E-27,0.415768265,0.943,0.805,2.38E-23,2,COX7A2
1.65E-27,0.365999862,0.69,0.335,2.41E-23,2,POLR1D
1.65E-27,0.37183376,0.584,0.261,2.41E-23,2,SDAD1
1.82E-27,0.476253996,0.817,0.515,2.66E-23,2,ATP5F1A
1.92E-27,0.356175514,0.561,0.247,2.81E-23,2,NXT1
2.84E-27,0.267660884,0.124,0.022,4.15E-23,2,PHLDA2
2.86E-27,0.264395692,0.448,0.177,4.18E-23,2,SCO2
3.25E-27,0.389813757,0.613,0.287,4.74E-23,2,KIF5B
3.36E-27,0.2729704,0.505,0.207,4.91E-23,2,CFAP298
3.44E-27,0.456347836,0.765,0.409,5.02E-23,2,PSMD4
3.65E-27,0.428435931,0.729,0.381,5.32E-23,2,RBM25
3.80E-27,0.476202907,0.912,0.681,5.54E-23,2,HNRNPK
4.25E-27,0.297959576,0.48,0.197,6.21E-23,2,MTLN
4.44E-27,0.327356637,0.545,0.234,6.48E-23,2,CCDC12
4.97E-27,0.308251789,0.534,0.23,7.26E-23,2,NUDT21
5.30E-27,0.279050538,0.486,0.198,7.74E-23,2,MRPL38
5.95E-27,0.493700975,0.762,0.436,8.69E-23,2,MYDGF
6.01E-27,0.28693725,0.459,0.184,8.78E-23,2,TSSC4
6.55E-27,0.326412616,0.462,0.187,9.57E-23,2,UBA2
6.88E-27,0.434616634,0.921,0.691,1.00E-22,2,SPCS1
7.50E-27,0.277264936,0.235,0.069,1.10E-22,2,TXNRD1
7.59E-27,0.27678416,0.337,0.119,1.11E-22,2,DYNC1LI1
8.98E-27,0.303245271,0.529,0.226,1.31E-22,2,TMEM126A
9.26E-27,0.261978872,0.473,0.193,1.35E-22,2,ZCRB1
1.01E-26,0.472067104,0.701,0.361,1.47E-22,2,XRN2
1.07E-26,0.398864897,0.581,0.268,1.56E-22,2,BCLAF1
1.15E-26,0.330800181,0.414,0.165,1.68E-22,2,MRPL50
1.41E-26,0.843810401,0.588,0.325,2.05E-22,2,GADD45B
1.49E-26,0.354432075,0.538,0.241,2.17E-22,2,SMARCE1
1.54E-26,0.385874316,0.649,0.313,2.24E-22,2,SSNA1
1.55E-26,0.359534763,0.722,0.35,2.27E-22,2,EMC4
1.61E-26,0.415666326,0.622,0.297,2.35E-22,2,EIF4G2
1.62E-26,0.298311293,0.319,0.112,2.36E-22,2,SMAP2
1.69E-26,0.379010822,0.957,0.862,2.47E-22,2,SKP1
1.95E-26,0.480534538,0.805,0.495,2.85E-22,2,OSTC
2.06E-26,0.307157694,0.543,0.235,3.01E-22,2,PDCL3
2.24E-26,0.388170231,0.695,0.351,3.27E-22,2,AUP1
2.65E-26,0.3123748,0.387,0.15,3.87E-22,2,PTPN6
2.99E-26,0.507544586,0.853,0.535,4.37E-22,2,XRCC5
3.02E-26,0.333856356,0.602,0.273,4.41E-22,2,UBE2A
3.43E-26,0.383605809,0.622,0.307,5.01E-22,2,MTFP1
3.56E-26,0.394581969,0.708,0.361,5.21E-22,2,NDUFB6
3.63E-26,0.250953421,0.398,0.151,5.30E-22,2,ISCA1
3.78E-26,0.419289244,0.695,0.361,5.52E-22,2,GADD45GIP1
3.95E-26,0.346787704,0.459,0.189,5.77E-22,2,RAB10
4.39E-26,0.365688397,0.661,0.319,6.40E-22,2,HMGN1
5.02E-26,0.281252777,0.335,0.121,7.34E-22,2,ARF6
5.18E-26,0.293304085,0.267,0.085,7.56E-22,2,FAF2
5.52E-26,0.254675893,0.437,0.173,8.06E-22,2,SCNM1
5.66E-26,0.413636576,0.686,0.352,8.27E-22,2,AP2M1
6.08E-26,0.277876215,0.419,0.167,8.88E-22,2,CCDC25
6.45E-26,0.321464842,0.511,0.223,9.42E-22,2,ZNF207
6.49E-26,0.455356467,0.781,0.453,9.47E-22,2,ANP32A
6.62E-26,0.474804362,0.898,0.646,9.67E-22,2,CALR
6.95E-26,0.365902551,0.484,0.205,1.01E-21,2,BDP1
7.90E-26,0.260902502,0.217,0.063,1.15E-21,2,MAGEH1
7.96E-26,0.288059253,0.468,0.193,1.16E-21,2,MRPS10
8.52E-26,0.369049098,0.378,0.15,1.24E-21,2,JAML
8.58E-26,0.36101426,0.495,0.221,1.25E-21,2,APOBEC3C
9.01E-26,0.263727882,0.339,0.124,1.32E-21,2,MFAP1
1.00E-25,0.613068622,0.622,0.351,1.46E-21,2,CCR7
1.02E-25,0.431551778,0.756,0.417,1.49E-21,2,OTUB1
1.23E-25,0.392967097,0.314,0.115,1.79E-21,2,PMAIP1
1.45E-25,0.319524374,0.486,0.206,2.11E-21,2,KPNB1
1.83E-25,0.347498559,0.568,0.264,2.68E-21,2,CCDC85B
2.24E-25,0.31019634,0.584,0.264,3.28E-21,2,C1D
3.00E-25,0.292120752,0.532,0.232,4.39E-21,2,TRAPPC2L
3.10E-25,0.38533425,0.663,0.33,4.53E-21,2,VDAC3
3.21E-25,0.277802476,0.136,0.028,4.69E-21,2,ZEB2
3.49E-25,0.425104539,0.946,0.814,5.09E-21,2,SUB1
3.91E-25,0.281092964,0.536,0.235,5.71E-21,2,RTF2
4.85E-25,0.259265792,0.342,0.126,7.08E-21,2,B4GALT3
4.85E-25,0.312877444,0.52,0.233,7.08E-21,2,FKBP3
4.87E-25,0.413175946,0.747,0.407,7.12E-21,2,EIF3D
5.36E-25,0.285991219,0.452,0.19,7.83E-21,2,SMIM12
5.96E-25,0.444506822,0.706,0.39,8.71E-21,2,EZR
5.98E-25,0.370789887,0.618,0.301,8.73E-21,2,FAM49B
6.22E-25,0.315137666,0.575,0.264,9.08E-21,2,MRPL18
6.30E-25,0.415186342,0.706,0.386,9.20E-21,2,NDUFA2
6.98E-25,0.378577193,0.701,0.364,1.02E-20,2,TRA2B
7.25E-25,0.321668051,0.48,0.205,1.06E-20,2,COMMD1
8.71E-25,0.489591737,0.923,0.718,1.27E-20,2,SEC61G
9.19E-25,0.514776858,0.862,0.645,1.34E-20,2,PEBP1
1.00E-24,0.409150902,0.851,0.533,1.46E-20,2,SAP18
1.02E-24,0.259818975,0.197,0.055,1.49E-20,2,IL18R1
1.15E-24,0.435701069,0.869,0.625,1.68E-20,2,UBE2D2
1.16E-24,0.370433058,0.525,0.239,1.70E-20,2,CD58
1.26E-24,0.351731618,0.62,0.301,1.84E-20,2,TERF2IP
1.28E-24,0.26370911,0.247,0.079,1.86E-20,2,CD4
1.67E-24,0.277037174,0.328,0.121,2.43E-20,2,PITPNB
1.88E-24,0.251000136,0.462,0.194,2.75E-20,2,SMC3
1.93E-24,0.260690531,0.405,0.162,2.82E-20,2,CDC5L
2.04E-24,0.433290662,0.869,0.593,2.98E-20,2,CIAO2B
2.93E-24,0.293542995,0.468,0.2,4.28E-20,2,NSFL1C
2.94E-24,0.339476533,0.195,0.055,4.30E-20,2,CCR4
4.76E-24,0.313278608,0.971,0.956,6.95E-20,2,RPL27
5.84E-24,0.250305051,0.36,0.139,8.52E-20,2,CPSF6
9.40E-24,0.308758493,0.606,0.284,1.37E-19,2,PMF1
1.12E-23,0.292153392,0.274,0.095,1.64E-19,2,UBQLN1
1.15E-23,0.395960361,0.749,0.418,1.68E-19,2,CBX3
1.15E-23,0.256370241,0.493,0.214,1.68E-19,2,HIKESHI
1.16E-23,0.434570214,0.878,0.607,1.69E-19,2,POLR2L
1.24E-23,0.314958321,0.172,0.045,1.81E-19,2,LXN
